6.513016227230941091e-01,2.632740590490337262e-02,4.880448946207483485e-01
6.541572034828686544e-01,2.458688934837638396e-02,5.000000000000000000e-01
6.540303985428583822e-01,2.609297943519982635e-02,4.867705623683787897e-01
6.534848918267345264e-01,2.449939272298895868e-02,4.825014446898578946e-01
6.544678352643006347e-01,2.456275121178954149e-02,5.000000000000000000e-01
6.534042275018301371e-01,2.451814423514668204e-02,4.791132350320005395e-01
6.534042275018301371e-01,2.451814423514668204e-02,4.791132350320005395e-01
6.580400247604180075e-01,2.023789650077773353e-02,4.795094898707615294e-01
6.533424368211748767e-01,2.000000000000000042e-02,4.793086688296174791e-01
6.536892883662827058e-01,2.000000000000000042e-02,4.795121328089926860e-01
6.528610527766777194e-01,2.000000000000000042e-02,4.794578908554533170e-01
6.530203180263534080e-01,2.000000000000000042e-02,4.794622876027003211e-01
6.526832634189302373e-01,2.000000000000000042e-02,4.793052015758642592e-01
6.526832634189302373e-01,2.000000000000000042e-02,4.793052015758642592e-01
6.514384308515253075e-01,2.062138372909741446e-02,4.756508114963846623e-01
6.503911990986492864e-01,2.077742302319642367e-02,4.754523464901310725e-01
6.515094867849617888e-01,2.000958309785621711e-02,4.794703595829721832e-01
6.530075860479721550e-01,2.017689529671767498e-02,4.786263412497137604e-01
6.511906338756955348e-01,2.000000000000000042e-02,4.826095380960221948e-01
6.526776277639312340e-01,2.002691866071948379e-02,4.701397084828285999e-01
